k;b;psi_s;phi;Sr_l;Sr_g
6.653198E-13;5.557617E+00;-3.647705E-01;4.267334E-01;1.945435E-01;1.398315E-01
4.278198E-13;6.557617E+00;-2.397705E-01;4.017334E-01;8.204346E-02;1.773315E-01
9.028198E-13;4.557617E+00;-4.897705E-01;4.517334E-01;1.570435E-01;1.023315E-01
1.309448E-13;4.807617E+00;-2.710205E-01;4.454834E-01;1.851685E-01;7.420654E-02
6.059448E-13;6.807617E+00;-5.210205E-01;4.954834E-01;1.101685E-01;1.492065E-01
3.684448E-13;5.807617E+00;-1.460205E-01;4.704834E-01;1.476685E-01;1.867065E-01
8.434448E-13;3.807617E+00;-3.960205E-01;4.204834E-01;7.266846E-02;1.117065E-01
2.496948E-13;6.307617E+00;-4.585205E-01;4.579834E-01;9.141846E-02;5.545654E-02
7.246948E-13;4.307617E+00;-2.085205E-01;4.079834E-01;1.664185E-01;1.304565E-01
4.871948E-13;3.307617E+00;-5.835205E-01;4.329834E-01;5.391846E-02;1.679565E-01
9.621948E-13;5.307617E+00;-3.335205E-01;4.829834E-01;1.289185E-01;9.295654E-02
1.012573E-13;3.182617E+00;-3.803955E-01;4.111084E-01;1.523560E-01;1.163940E-01
5.762573E-13;5.182617E+00;-1.303955E-01;4.611084E-01;7.735596E-02;1.913940E-01
3.387573E-13;6.182617E+00;-5.053955E-01;4.861084E-01;1.898560E-01;1.538940E-01
8.137573E-13;4.182617E+00;-2.553955E-01;4.361084E-01;1.148560E-01;7.889404E-02
2.200073E-13;5.682617E+00;-3.178955E-01;4.986084E-01;5.860596E-02;9.764404E-02
6.950073E-13;3.682617E+00;-5.678955E-01;4.486084E-01;1.336060E-01;1.726440E-01
4.575073E-13;4.682617E+00;-1.928955E-01;4.236084E-01;9.610596E-02;1.351440E-01
9.325073E-13;6.682617E+00;-4.428955E-01;4.736084E-01;1.711060E-01;6.014404E-02
1.606323E-13;6.932617E+00;-2.241455E-01;4.298584E-01;1.429810E-01;1.070190E-01
6.356323E-13;4.932617E+00;-4.741455E-01;4.798584E-01;6.798096E-02;1.820190E-01
3.981323E-13;3.932617E+00;-3.491455E-01;4.548584E-01;1.804810E-01;1.445190E-01
8.731323E-13;5.932617E+00;-5.991455E-01;4.048584E-01;1.054810E-01;6.951904E-02
2.793823E-13;4.432617E+00;-5.366455E-01;4.673584E-01;8.673096E-02;8.826904E-02
7.543823E-13;6.432617E+00;-2.866455E-01;4.173584E-01;1.617310E-01;1.632690E-01
5.168823E-13;5.432617E+00;-4.116455E-01;4.423584E-01;1.242310E-01;1.257690E-01
9.918823E-13;3.432617E+00;-1.616455E-01;4.923584E-01;1.992310E-01;5.076904E-02
6.414795E-14;6.588867E+00;-3.921143E-01;4.915771E-01;1.816528E-01;1.855347E-01
5.391479E-13;4.588867E+00;-1.421143E-01;4.415771E-01;1.066528E-01;1.105347E-01
3.016479E-13;3.588867E+00;-5.171143E-01;4.165771E-01;1.441528E-01;7.303467E-02
7.766479E-13;5.588867E+00;-2.671143E-01;4.665771E-01;6.915283E-02;1.480347E-01
1.828979E-13;4.088867E+00;-3.296143E-01;4.040771E-01;8.790283E-02;1.667847E-01
6.578979E-13;6.088867E+00;-5.796143E-01;4.540771E-01;1.629028E-01;9.178467E-02
4.203979E-13;5.088867E+00;-2.046143E-01;4.790771E-01;5.040283E-02;5.428467E-02
8.953979E-13;3.088867E+00;-4.546143E-01;4.290771E-01;1.254028E-01;1.292847E-01
1.235229E-13;3.338867E+00;-1.733643E-01;4.728271E-01;1.722778E-01;1.949097E-01
5.985229E-13;5.338867E+00;-4.233643E-01;4.228271E-01;9.727783E-02;1.199097E-01
3.610229E-13;6.338867E+00;-2.983643E-01;4.478271E-01;1.347778E-01;8.240967E-02
8.360229E-13;4.338867E+00;-5.483643E-01;4.978271E-01;5.977783E-02;1.574097E-01
2.422729E-13;5.838867E+00;-4.858643E-01;4.353271E-01;1.160278E-01;1.761597E-01
7.172729E-13;3.838867E+00;-2.358643E-01;4.853271E-01;1.910278E-01;1.011597E-01
4.797729E-13;4.838867E+00;-3.608643E-01;4.603271E-01;7.852783E-02;6.365967E-02
9.547729E-13;6.838867E+00;-1.108643E-01;4.103271E-01;1.535278E-01;1.386597E-01
9.383545E-14;4.713867E+00;-5.952393E-01;4.822021E-01;1.394653E-01;1.527222E-01
5.688354E-13;6.713867E+00;-3.452393E-01;4.322021E-01;6.446533E-02;7.772217E-02
3.313354E-13;5.713867E+00;-4.702393E-01;4.072021E-01;1.769653E-01;1.152222E-01
8.063354E-13;3.713867E+00;-2.202393E-01;4.572021E-01;1.019653E-01;1.902222E-01
2.125854E-13;6.213867E+00;-1.577393E-01;4.197021E-01;8.321533E-02;1.339722E-01
6.875854E-13;4.213867E+00;-4.077393E-01;4.697021E-01;1.582153E-01;5.897217E-02
4.500854E-13;3.213867E+00;-2.827393E-01;4.947021E-01;1.207153E-01;9.647217E-02
9.250854E-13;5.213867E+00;-5.327393E-01;4.447021E-01;1.957153E-01;1.714722E-01
1.532104E-13;5.463867E+00;-2.514893E-01;4.509521E-01;1.488403E-01;1.620972E-01
6.282104E-13;3.463867E+00;-5.014893E-01;4.009521E-01;7.384033E-02;8.709717E-02
3.907104E-13;4.463867E+00;-1.264893E-01;4.259521E-01;1.863403E-01;1.245972E-01
8.657104E-13;6.463867E+00;-3.764893E-01;4.759521E-01;1.113403E-01;1.995972E-01
2.719604E-13;3.963867E+00;-4.389893E-01;4.384521E-01;5.509033E-02;1.433472E-01
7.469604E-13;5.963867E+00;-1.889893E-01;4.884521E-01;1.300903E-01;6.834717E-02
5.094604E-13;6.963867E+00;-5.639893E-01;4.634521E-01;9.259033E-02;1.058472E-01
9.844604E-13;4.963867E+00;-3.139893E-01;4.134521E-01;1.675903E-01;1.808472E-01
7.899170E-14;3.651367E+00;-2.905518E-01;4.275146E-01;7.618408E-02;5.662842E-02
5.539917E-13;5.651367E+00;-5.405518E-01;4.775146E-01;1.511841E-01;1.316284E-01
3.164917E-13;6.651367E+00;-1.655518E-01;4.525146E-01;1.136841E-01;1.691284E-01
7.914917E-13;4.651367E+00;-4.155518E-01;4.025146E-01;1.886841E-01;9.412842E-02
1.977417E-13;5.151367E+00;-3.530518E-01;4.650146E-01;1.324341E-01;7.537842E-02
6.727417E-13;3.151367E+00;-1.030518E-01;4.150146E-01;5.743408E-02;1.503784E-01
4.352417E-13;4.151367E+00;-4.780518E-01;4.400146E-01;1.699341E-01;1.878784E-01
9.102417E-13;6.151367E+00;-2.280518E-01;4.900146E-01;9.493408E-02;1.128784E-01
1.383667E-13;6.401367E+00;-5.093018E-01;4.087646E-01;6.680908E-02;6.600342E-02
6.133667E-13;4.401367E+00;-2.593018E-01;4.587646E-01;1.418091E-01;1.410034E-01
3.758667E-13;3.401367E+00;-3.843018E-01;4.837646E-01;1.043091E-01;1.785034E-01
8.508667E-13;5.401367E+00;-1.343018E-01;4.337646E-01;1.793091E-01;1.035034E-01
2.571167E-13;4.901367E+00;-1.968018E-01;4.962646E-01;1.605591E-01;8.475342E-02
7.321167E-13;6.901367E+00;-4.468018E-01;4.462646E-01;8.555908E-02;1.597534E-01
4.946167E-13;5.901367E+00;-3.218018E-01;4.212646E-01;1.980591E-01;1.972534E-01
9.696167E-13;3.901367E+00;-5.718018E-01;4.712646E-01;1.230591E-01;1.222534E-01
1.086792E-13;5.526367E+00;-1.186768E-01;4.493896E-01;9.962158E-02;8.944092E-02
5.836792E-13;3.526367E+00;-3.686768E-01;4.993896E-01;1.746216E-01;1.644409E-01
3.461792E-13;4.526367E+00;-2.436768E-01;4.743896E-01;6.212158E-02;1.269409E-01
8.211792E-13;6.526367E+00;-4.936768E-01;4.243896E-01;1.371216E-01;5.194092E-02
2.274292E-13;3.026367E+00;-5.561768E-01;4.618896E-01;1.933716E-01;1.081909E-01
7.024292E-13;5.026367E+00;-3.061768E-01;4.118896E-01;1.183716E-01;1.831909E-01
4.649292E-13;6.026367E+00;-4.311768E-01;4.368896E-01;1.558716E-01;1.456909E-01
9.399292E-13;4.026367E+00;-1.811768E-01;4.868896E-01;8.087158E-02;7.069092E-02
1.680542E-13;4.276367E+00;-4.624268E-01;4.181396E-01;1.089966E-01;9.881592E-02
6.430542E-13;6.276367E+00;-2.124268E-01;4.681396E-01;1.839966E-01;1.738159E-01
4.055542E-13;5.276367E+00;-5.874268E-01;4.931396E-01;7.149658E-02;1.363159E-01
8.805542E-13;3.276367E+00;-3.374268E-01;4.431396E-01;1.464966E-01;6.131592E-02
2.868042E-13;6.776367E+00;-2.749268E-01;4.806396E-01;1.652466E-01;1.175659E-01
7.618042E-13;4.776367E+00;-5.249268E-01;4.306396E-01;9.024658E-02;1.925659E-01
5.243042E-13;3.776367E+00;-1.499268E-01;4.056396E-01;1.277466E-01;1.550659E-01
9.993042E-13;5.776367E+00;-3.999268E-01;4.556396E-01;5.274658E-02;8.006592E-02
5.069580E-14;4.254883E+00;-3.005615E-01;4.403564E-01;9.896240E-02;1.368286E-01
5.256958E-13;6.254883E+00;-5.505615E-01;4.903564E-01;1.739624E-01;6.182861E-02
2.881958E-13;5.254883E+00;-1.755615E-01;4.653564E-01;6.146240E-02;9.932861E-02
7.631958E-13;3.254883E+00;-4.255615E-01;4.153564E-01;1.364624E-01;1.743286E-01
1.694458E-13;6.754883E+00;-3.630615E-01;4.528564E-01;1.927124E-01;1.555786E-01
6.444458E-13;4.754883E+00;-1.130615E-01;4.028564E-01;1.177124E-01;8.057861E-02
4.069458E-13;3.754883E+00;-4.880615E-01;4.278564E-01;1.552124E-01;1.180786E-01
8.819458E-13;5.754883E+00;-2.380615E-01;4.778564E-01;8.021240E-02;1.930786E-01
1.100708E-13;5.504883E+00;-5.193115E-01;4.216064E-01;1.083374E-01;1.274536E-01
5.850708E-13;3.504883E+00;-2.693115E-01;4.716064E-01;1.833374E-01;5.245361E-02
3.475708E-13;4.504883E+00;-3.943115E-01;4.966064E-01;7.083740E-02;8.995361E-02
8.225708E-13;6.504883E+00;-1.443115E-01;4.466064E-01;1.458374E-01;1.649536E-01
2.288208E-13;3.004883E+00;-2.068115E-01;4.841064E-01;1.645874E-01;1.462036E-01
7.038208E-13;5.004883E+00;-4.568115E-01;4.341064E-01;8.958740E-02;7.120361E-02
4.663208E-13;6.004883E+00;-3.318115E-01;4.091064E-01;1.270874E-01;1.087036E-01
9.413208E-13;4.004883E+00;-5.818115E-01;4.591064E-01;5.208740E-02;1.837036E-01
8.038330E-14;6.379883E+00;-1.286865E-01;4.372314E-01;7.552490E-02;1.790161E-01
5.553833E-13;4.379883E+00;-3.786865E-01;4.872314E-01;1.505249E-01;1.040161E-01
3.178833E-13;3.379883E+00;-2.536865E-01;4.622314E-01;1.130249E-01;6.651611E-02
7.928833E-13;5.379883E+00;-5.036865E-01;4.122314E-01;1.880249E-01;1.415161E-01
1.991333E-13;4.879883E+00;-5.661865E-01;4.747314E-01;1.317749E-01;1.977661E-01
6.741333E-13;6.879883E+00;-3.161865E-01;4.247314E-01;5.677490E-02;1.227661E-01
4.366333E-13;5.879883E+00;-4.411865E-01;4.497314E-01;1.692749E-01;8.526611E-02
9.116333E-13;3.879883E+00;-1.911865E-01;4.997314E-01;9.427490E-02;1.602661E-01
1.397583E-13;3.629883E+00;-4.724365E-01;4.059814E-01;6.614990E-02;1.696411E-01
6.147583E-13;5.629883E+00;-2.224365E-01;4.559814E-01;1.411499E-01;9.464111E-02
3.772583E-13;6.629883E+00;-5.974365E-01;4.809814E-01;1.036499E-01;5.714111E-02
8.522583E-13;4.629883E+00;-3.474365E-01;4.309814E-01;1.786499E-01;1.321411E-01
2.585083E-13;5.129883E+00;-2.849365E-01;4.934814E-01;1.598999E-01;1.883911E-01
7.335083E-13;3.129883E+00;-5.349365E-01;4.434814E-01;8.489990E-02;1.133911E-01
4.960083E-13;4.129883E+00;-1.599365E-01;4.184814E-01;1.973999E-01;7.589111E-02
9.710083E-13;6.129883E+00;-4.099365E-01;4.684814E-01;1.223999E-01;1.508911E-01
6.553955E-14;5.442383E+00;-3.864990E-01;4.794189E-01;1.434937E-01;1.204224E-01
5.405396E-13;3.442383E+00;-1.364990E-01;4.294189E-01;6.849365E-02;1.954224E-01
3.030396E-13;4.442383E+00;-5.114990E-01;4.044189E-01;1.809937E-01;1.579224E-01
7.780396E-13;6.442383E+00;-2.614990E-01;4.544189E-01;1.059937E-01;8.292236E-02
1.842896E-13;3.942383E+00;-3.239990E-01;4.169189E-01;8.724365E-02;1.016724E-01
6.592896E-13;5.942383E+00;-5.739990E-01;4.669189E-01;1.622437E-01;1.766724E-01
4.217896E-13;6.942383E+00;-1.989990E-01;4.919189E-01;1.247437E-01;1.391724E-01
8.967896E-13;4.942383E+00;-4.489990E-01;4.419189E-01;1.997437E-01;6.417236E-02
1.249146E-13;4.692383E+00;-1.677490E-01;4.606689E-01;1.528687E-01;1.110474E-01
5.999146E-13;6.692383E+00;-4.177490E-01;4.106689E-01;7.786865E-02;1.860474E-01
3.624146E-13;5.692383E+00;-2.927490E-01;4.356689E-01;1.903687E-01;1.485474E-01
8.374146E-13;3.692383E+00;-5.427490E-01;4.856689E-01;1.153687E-01;7.354736E-02
2.436646E-13;6.192383E+00;-4.802490E-01;4.481689E-01;5.911865E-02;9.229736E-02
7.186646E-13;4.192383E+00;-2.302490E-01;4.981689E-01;1.341187E-01;1.672974E-01
4.811646E-13;3.192383E+00;-3.552490E-01;4.731689E-01;9.661865E-02;1.297974E-01
9.561646E-13;5.192383E+00;-1.052490E-01;4.231689E-01;1.716187E-01;5.479736E-02
9.522705E-14;3.317383E+00;-5.896240E-01;4.950439E-01;1.856812E-01;7.823486E-02
5.702271E-13;5.317383E+00;-3.396240E-01;4.450439E-01;1.106812E-01;1.532349E-01
3.327271E-13;6.317383E+00;-4.646240E-01;4.200439E-01;1.481812E-01;1.907349E-01
8.077271E-13;4.317383E+00;-2.146240E-01;4.700439E-01;7.318115E-02;1.157349E-01
2.139771E-13;5.817383E+00;-1.521240E-01;4.075439E-01;9.193115E-02;5.948486E-02
6.889771E-13;3.817383E+00;-4.021240E-01;4.575439E-01;1.669312E-01;1.344849E-01
4.514771E-13;4.817383E+00;-2.771240E-01;4.825439E-01;5.443115E-02;1.719849E-01
9.264771E-13;6.817383E+00;-5.271240E-01;4.325439E-01;1.294312E-01;9.698486E-02
1.546021E-13;6.567383E+00;-2.458740E-01;4.637939E-01;1.763062E-01;6.885986E-02
6.296021E-13;4.567383E+00;-4.958740E-01;4.137939E-01;1.013062E-01;1.438599E-01
3.921021E-13;3.567383E+00;-1.208740E-01;4.387939E-01;1.388062E-01;1.813599E-01
8.671021E-13;5.567383E+00;-3.708740E-01;4.887939E-01;6.380615E-02;1.063599E-01
2.733521E-13;4.067383E+00;-4.333740E-01;4.262939E-01;1.200562E-01;5.010986E-02
7.483521E-13;6.067383E+00;-1.833740E-01;4.762939E-01;1.950562E-01;1.251099E-01
5.108521E-13;5.067383E+00;-5.583740E-01;4.512939E-01;8.255615E-02;1.626099E-01
9.858521E-13;3.067383E+00;-3.083740E-01;4.012939E-01;1.575562E-01;8.760986E-02
5.811768E-14;6.911133E+00;-5.388428E-01;4.020752E-01;1.493530E-01;1.473755E-01
5.331177E-13;4.911133E+00;-2.888428E-01;4.520752E-01;7.435303E-02;7.237549E-02
2.956177E-13;3.911133E+00;-4.138428E-01;4.770752E-01;1.868530E-01;1.098755E-01
7.706177E-13;5.911133E+00;-1.638428E-01;4.270752E-01;1.118530E-01;1.848755E-01
1.768677E-13;4.411133E+00;-1.013428E-01;4.895752E-01;5.560303E-02;1.286255E-01
6.518677E-13;6.411133E+00;-3.513428E-01;4.395752E-01;1.306030E-01;5.362549E-02
4.143677E-13;5.411133E+00;-2.263428E-01;4.145752E-01;9.310303E-02;9.112549E-02
8.893677E-13;3.411133E+00;-4.763428E-01;4.645752E-01;1.681030E-01;1.661255E-01
1.174927E-13;3.161133E+00;-2.575928E-01;4.333252E-01;1.399780E-01;1.567505E-01
5.924927E-13;5.161133E+00;-5.075928E-01;4.833252E-01;6.497803E-02;8.175049E-02
3.549927E-13;6.161133E+00;-1.325928E-01;4.583252E-01;1.774780E-01;1.192505E-01
8.299927E-13;4.161133E+00;-3.825928E-01;4.083252E-01;1.024780E-01;1.942505E-01
2.362427E-13;5.661133E+00;-4.450928E-01;4.708252E-01;8.372803E-02;1.380005E-01
7.112427E-13;3.661133E+00;-1.950928E-01;4.208252E-01;1.587280E-01;6.300049E-02
4.737427E-13;4.661133E+00;-5.700928E-01;4.458252E-01;1.212280E-01;1.005005E-01
9.487427E-13;6.661133E+00;-3.200928E-01;4.958252E-01;1.962280E-01;1.755005E-01
8.780518E-14;4.786133E+00;-3.669678E-01;4.239502E-01;1.727905E-01;1.895630E-01
5.628052E-13;6.786133E+00;-1.169678E-01;4.739502E-01;9.779053E-02;1.145630E-01
3.253052E-13;5.786133E+00;-4.919678E-01;4.989502E-01;1.352905E-01;7.706299E-02
8.003052E-13;3.786133E+00;-2.419678E-01;4.489502E-01;6.029053E-02;1.520630E-01
2.065552E-13;6.286133E+00;-3.044678E-01;4.864502E-01;1.165405E-01;1.708130E-01
6.815552E-13;4.286133E+00;-5.544678E-01;4.364502E-01;1.915405E-01;9.581299E-02
4.440552E-13;3.286133E+00;-1.794678E-01;4.114502E-01;7.904053E-02;5.831299E-02
9.190552E-13;5.286133E+00;-4.294678E-01;4.614502E-01;1.540405E-01;1.333130E-01
1.471802E-13;5.036133E+00;-2.107178E-01;4.427002E-01;1.821655E-01;1.989380E-01
6.221802E-13;3.036133E+00;-4.607178E-01;4.927002E-01;1.071655E-01;1.239380E-01
3.846802E-13;4.036133E+00;-3.357178E-01;4.677002E-01;1.446655E-01;8.643799E-02
8.596802E-13;6.036133E+00;-5.857178E-01;4.177002E-01;6.966553E-02;1.614380E-01
2.659302E-13;3.536133E+00;-5.232178E-01;4.552002E-01;8.841553E-02;1.801880E-01
7.409302E-13;5.536133E+00;-2.732178E-01;4.052002E-01;1.634155E-01;1.051880E-01
5.034302E-13;6.536133E+00;-3.982178E-01;4.302002E-01;5.091553E-02;6.768799E-02
9.784302E-13;4.536133E+00;-1.482178E-01;4.802002E-01;1.259155E-01;1.426880E-01
7.296143E-14;3.848633E+00;-1.404053E-01;4.661377E-01;1.095093E-01;9.346924E-02
5.479614E-13;5.848633E+00;-3.904053E-01;4.161377E-01;1.845093E-01;1.684692E-01
3.104614E-13;6.848633E+00;-2.654053E-01;4.411377E-01;7.200928E-02;1.309692E-01
7.854614E-13;4.848633E+00;-5.154053E-01;4.911377E-01;1.470093E-01;5.596924E-02
1.917114E-13;5.348633E+00;-5.779053E-01;4.286377E-01;1.657593E-01;1.122192E-01
6.667114E-13;3.348633E+00;-3.279053E-01;4.786377E-01;9.075928E-02;1.872192E-01
4.292114E-13;4.348633E+00;-4.529053E-01;4.536377E-01;1.282593E-01;1.497192E-01
9.042114E-13;6.348633E+00;-2.029053E-01;4.036377E-01;5.325928E-02;7.471924E-02
1.323364E-13;6.098633E+00;-4.216553E-01;4.973877E-01;1.001343E-01;1.028442E-01
6.073364E-13;4.098633E+00;-1.716553E-01;4.473877E-01;1.751343E-01;1.778442E-01
3.698364E-13;3.098633E+00;-5.466553E-01;4.223877E-01;6.263428E-02;1.403442E-01
8.448364E-13;5.098633E+00;-2.966553E-01;4.723877E-01;1.376343E-01;6.534424E-02
2.510864E-13;4.598633E+00;-2.341553E-01;4.098877E-01;1.938843E-01;1.215942E-01
7.260864E-13;6.598633E+00;-4.841553E-01;4.598877E-01;1.188843E-01;1.965942E-01
4.885864E-13;5.598633E+00;-1.091553E-01;4.848877E-01;1.563843E-01;1.590942E-01
9.635864E-13;3.598633E+00;-3.591553E-01;4.348877E-01;8.138428E-02;8.409424E-02
1.026489E-13;5.973633E+00;-3.435303E-01;4.567627E-01;6.732178E-02;5.128174E-02
5.776489E-13;3.973633E+00;-5.935303E-01;4.067627E-01;1.423218E-01;1.262817E-01
3.401489E-13;4.973633E+00;-2.185303E-01;4.317627E-01;1.048218E-01;1.637817E-01
8.151489E-13;6.973633E+00;-4.685303E-01;4.817627E-01;1.798218E-01;8.878174E-02
2.213989E-13;3.473633E+00;-4.060303E-01;4.442627E-01;1.610718E-01;7.003174E-02
6.963989E-13;5.473633E+00;-1.560303E-01;4.942627E-01;8.607178E-02;1.450317E-01
4.588989E-13;6.473633E+00;-5.310303E-01;4.692627E-01;1.985718E-01;1.825317E-01
9.338989E-13;4.473633E+00;-2.810303E-01;4.192627E-01;1.235718E-01;1.075317E-01
1.620239E-13;4.223633E+00;-4.997803E-01;4.755127E-01;7.669678E-02;6.065674E-02
6.370239E-13;6.223633E+00;-2.497803E-01;4.255127E-01;1.516968E-01;1.356567E-01
3.995239E-13;5.223633E+00;-3.747803E-01;4.005127E-01;1.141968E-01;1.731567E-01
8.745239E-13;3.223633E+00;-1.247803E-01;4.505127E-01;1.891968E-01;9.815674E-02
2.807739E-13;6.723633E+00;-1.872803E-01;4.130127E-01;1.329468E-01;7.940674E-02
7.557739E-13;4.723633E+00;-4.372803E-01;4.630127E-01;5.794678E-02;1.544067E-01
5.182739E-13;3.723633E+00;-3.122803E-01;4.880127E-01;1.704468E-01;1.919067E-01
9.932739E-13;5.723633E+00;-5.622803E-01;4.380127E-01;9.544678E-02;1.169067E-01
5.440674E-14;5.739258E+00;-1.814209E-01;4.954346E-01;1.804077E-01;1.702271E-01
5.294067E-13;3.739258E+00;-4.314209E-01;4.454346E-01;1.054077E-01;9.522705E-02
2.919067E-13;4.739258E+00;-3.064209E-01;4.204346E-01;1.429077E-01;5.772705E-02
7.669067E-13;6.739258E+00;-5.564209E-01;4.704346E-01;6.790771E-02;1.327271E-01
1.731567E-13;3.239258E+00;-4.939209E-01;4.079346E-01;1.241577E-01;1.889771E-01
6.481567E-13;5.239258E+00;-2.439209E-01;4.579346E-01;1.991577E-01;1.139771E-01
4.106567E-13;6.239258E+00;-3.689209E-01;4.829346E-01;8.665771E-02;7.647705E-02
8.856567E-13;4.239258E+00;-1.189209E-01;4.329346E-01;1.616577E-01;1.514771E-01
1.137817E-13;4.489258E+00;-4.001709E-01;4.641846E-01;1.897827E-01;1.796021E-01
5.887817E-13;6.489258E+00;-1.501709E-01;4.141846E-01;1.147827E-01;1.046021E-01
3.512817E-13;5.489258E+00;-5.251709E-01;4.391846E-01;1.522827E-01;6.710205E-02
8.262817E-13;3.489258E+00;-2.751709E-01;4.891846E-01;7.728271E-02;1.421021E-01
2.325317E-13;6.989258E+00;-3.376709E-01;4.266846E-01;9.603271E-02;1.983521E-01
7.075317E-13;4.989258E+00;-5.876709E-01;4.766846E-01;1.710327E-01;1.233521E-01
4.700317E-13;3.989258E+00;-2.126709E-01;4.516846E-01;5.853271E-02;8.585205E-02
9.450317E-13;5.989258E+00;-4.626709E-01;4.016846E-01;1.335327E-01;1.608521E-01
8.409424E-14;3.614258E+00;-2.282959E-01;4.798096E-01;1.475952E-01;1.280396E-01
5.590942E-13;5.614258E+00;-4.782959E-01;4.298096E-01;7.259521E-02;5.303955E-02
3.215942E-13;6.614258E+00;-1.032959E-01;4.048096E-01;1.850952E-01;9.053955E-02
7.965942E-13;4.614258E+00;-3.532959E-01;4.548096E-01;1.100952E-01;1.655396E-01
2.028442E-13;5.114258E+00;-4.157959E-01;4.173096E-01;5.384521E-02;1.467896E-01
6.778442E-13;3.114258E+00;-1.657959E-01;4.673096E-01;1.288452E-01;7.178955E-02
4.403442E-13;4.114258E+00;-5.407959E-01;4.923096E-01;9.134521E-02;1.092896E-01
9.153442E-13;6.114258E+00;-2.907959E-01;4.423096E-01;1.663452E-01;1.842896E-01
1.434692E-13;6.364258E+00;-5.720459E-01;4.610596E-01;1.382202E-01;1.374146E-01
6.184692E-13;4.364258E+00;-3.220459E-01;4.110596E-01;6.322021E-02;6.241455E-02
3.809692E-13;3.364258E+00;-4.470459E-01;4.360596E-01;1.757202E-01;9.991455E-02
8.559692E-13;5.364258E+00;-1.970459E-01;4.860596E-01;1.007202E-01;1.749146E-01
2.622192E-13;4.864258E+00;-1.345459E-01;4.485596E-01;8.197021E-02;1.561646E-01
7.372192E-13;6.864258E+00;-3.845459E-01;4.985596E-01;1.569702E-01;8.116455E-02
4.997192E-13;5.864258E+00;-2.595459E-01;4.735596E-01;1.194702E-01;1.186646E-01
9.747192E-13;3.864258E+00;-5.095459E-01;4.235596E-01;1.944702E-01;1.936646E-01
6.925049E-14;4.551758E+00;-5.329834E-01;4.344971E-01;6.087646E-02;6.944580E-02
5.442505E-13;6.551758E+00;-2.829834E-01;4.844971E-01;1.358765E-01;1.444458E-01
3.067505E-13;5.551758E+00;-4.079834E-01;4.594971E-01;9.837646E-02;1.819458E-01
7.817505E-13;3.551758E+00;-1.579834E-01;4.094971E-01;1.733765E-01;1.069458E-01
1.880005E-13;6.051758E+00;-2.204834E-01;4.719971E-01;1.546265E-01;5.069580E-02
6.630005E-13;4.051758E+00;-4.704834E-01;4.219971E-01;7.962646E-02;1.256958E-01
4.255005E-13;3.051758E+00;-3.454834E-01;4.469971E-01;1.921265E-01;1.631958E-01
9.005005E-13;5.051758E+00;-5.954834E-01;4.969971E-01;1.171265E-01;8.819580E-02
1.286255E-13;5.301758E+00;-3.142334E-01;4.032471E-01;7.025146E-02;7.882080E-02
6.036255E-13;3.301758E+00;-5.642334E-01;4.532471E-01;1.452515E-01;1.538208E-01
3.661255E-13;4.301758E+00;-1.892334E-01;4.782471E-01;1.077515E-01;1.913208E-01
8.411255E-13;6.301758E+00;-4.392334E-01;4.282471E-01;1.827515E-01;1.163208E-01
2.473755E-13;3.801758E+00;-3.767334E-01;4.907471E-01;1.265015E-01;6.007080E-02
7.223755E-13;5.801758E+00;-1.267334E-01;4.407471E-01;5.150146E-02;1.350708E-01
4.848755E-13;6.801758E+00;-5.017334E-01;4.157471E-01;1.640015E-01;1.725708E-01
9.598755E-13;4.801758E+00;-2.517334E-01;4.657471E-01;8.900146E-02;9.757080E-02
9.893799E-14;6.676758E+00;-4.548584E-01;4.376221E-01;1.124390E-01;1.116333E-01
5.739380E-13;4.676758E+00;-2.048584E-01;4.876221E-01;1.874390E-01;1.866333E-01
3.364380E-13;3.676758E+00;-5.798584E-01;4.626221E-01;7.493896E-02;1.491333E-01
8.114380E-13;5.676758E+00;-3.298584E-01;4.126221E-01;1.499390E-01;7.413330E-02
2.176880E-13;4.176758E+00;-2.673584E-01;4.501221E-01;1.686890E-01;9.288330E-02
6.926880E-13;6.176758E+00;-5.173584E-01;4.001221E-01;9.368896E-02;1.678833E-01
4.551880E-13;5.176758E+00;-1.423584E-01;4.251221E-01;1.311890E-01;1.303833E-01
9.301880E-13;3.176758E+00;-3.923584E-01;4.751221E-01;5.618896E-02;5.538330E-02
1.583130E-13;3.426758E+00;-1.111084E-01;4.188721E-01;1.030640E-01;1.210083E-01
6.333130E-13;5.426758E+00;-3.611084E-01;4.688721E-01;1.780640E-01;1.960083E-01
3.958130E-13;6.426758E+00;-2.361084E-01;4.938721E-01;6.556396E-02;1.585083E-01
8.708130E-13;4.426758E+00;-4.861084E-01;4.438721E-01;1.405640E-01;8.350830E-02
2.770630E-13;5.926758E+00;-5.486084E-01;4.813721E-01;1.968140E-01;1.022583E-01
7.520630E-13;3.926758E+00;-2.986084E-01;4.313721E-01;1.218140E-01;1.772583E-01
5.145630E-13;4.926758E+00;-4.236084E-01;4.063721E-01;1.593140E-01;1.397583E-01
9.895630E-13;6.926758E+00;-1.736084E-01;4.563721E-01;8.431396E-02;6.475830E-02
6.182861E-14;3.083008E+00;-4.431396E-01;4.587158E-01;7.142334E-02;1.995239E-01
5.368286E-13;5.083008E+00;-1.931396E-01;4.087158E-01;1.464233E-01;1.245239E-01
